id,PROLIFIC_ID,STUDY_ID,SESSION_ID,treatment,secondsTaken,rumour,rumourId,evidence,code,mockGender,timestamp,warning,reshared
4,4,1,4,False,116.92,R1,R1-8,high,neutral,Female,42,False,True
4,4,1,4,False,116.92,R2,R2-8,low,denies,Female,28,False,True
4,4,1,4,False,116.92,R1,R1-9,high,denies,Female,20,False,True
4,4,1,4,False,116.92,R2,R2-9,low,affirms,Female,14,False,True
4,4,1,4,False,116.92,R1,R1-10,high,neutral,Female,19,False,True
4,4,1,4,False,116.92,R2,R2-10,low,denies,Female,43,False,True
5,5,1,5,False,86.37,R1,R1-1,high,affirms,Female,23,False,False
5,5,1,5,False,86.37,R2,R2-1,low,questions,Male,46,False,True
5,5,1,5,False,86.37,R1,R1-2,high,affirms,Male,5,False,True
5,5,1,5,False,86.37,R2,R2-2,low,affirms,Female,33,False,False
5,5,1,5,False,86.37,R1,R1-3,high,questions,Male,59,False,True
5,5,1,5,False,86.37,R2,R2-3,low,denies,Male,44,False,False
5,5,1,5,False,86.37,R1,R1-4,high,neutral,Male,18,False,False
5,5,1,5,False,86.37,R2,R2-4,low,neutral,Male,47,False,False
5,5,1,5,False,86.37,R1,R1-5,high,neutral,Female,12,False,False
5,5,1,5,False,86.37,R2,R2-5,low,neutral,Male,24,False,False
5,5,1,5,False,86.37,R1,R1-6,high,neutral,Female,15,False,True
5,5,1,5,False,86.37,R2,R2-6,low,denies,Male,17,False,True
5,5,1,5,False,86.37,R1,R1-7,high,affirms,Female,14,False,True
5,5,1,5,False,86.37,R2,R2-7,low,affirms,Female,24,False,True
5,5,1,5,False,86.37,R1,R1-8,high,affirms,Female,14,False,False
5,5,1,5,False,86.37,R2,R2-8,low,neutral,Male,36,False,True
5,5,1,5,False,86.37,R1,R1-9,high,neutral,Female,8,False,True
5,5,1,5,False,86.37,R2,R2-9,low,denies,Male,54,False,False
5,5,1,5,False,86.37,R1,R1-10,high,affirms,Male,32,False,False
5,5,1,5,False,86.37,R2,R2-10,low,denies,Male,9,False,True
6,6,1,6,False,92.08,R1,R1-1,high,affirms,Female,56,False,True
6,6,1,6,False,92.08,R2,R2-1,low,affirms,Male,21,False,False
6,6,1,6,False,92.08,R1,R1-2,high,affirms,Female,22,False,True
6,6,1,6,False,92.08,R2,R2-2,low,affirms,Female,41,False,False
6,6,1,6,False,92.08,R1,R1-3,high,affirms,Male,36,False,False
6,6,1,6,False,92.08,R2,R2-3,low,affirms,Male,23,False,True
6,6,1,6,False,92.08,R1,R1-4,high,affirms,Male,36,False,False
6,6,1,6,False,92.08,R2,R2-4,low,affirms,Female,47,False,False
6,6,1,6,False,92.08,R1,R1-5,high,denies,Male,24,False,True
6,6,1,6,False,92.08,R2,R2-5,low,neutral,Female,27,False,False
6,6,1,6,False,92.08,R1,R1-6,high,denies,Male,17,False,True
6,6,1,6,False,92.08,R2,R2-6,low,denies,Female,25,False,True
6,6,1,6,False,92.08,R1,R1-7,high,affirms,Female,8,False,False
6,6,1,6,False,92.08,R2,R2-7,low,affirms,Male,10,False,True
6,6,1,6,False,92.08,R1,R1-8,high,denies,Male,44,False,False
6,6,1,6,False,92.08,R2,R2-8,low,affirms,Male,34,False,False
6,6,1,6,False,92.08,R1,R1-9,high,affirms,Male,27,False,False
6,6,1,6,False,92.08,R2,R2-9,low,denies,Female,13,False,True
6,6,1,6,False,92.08,R1,R1-10,high,affirms,Male,4,False,True
6,6,1,6,False,92.08,R2,R2-10,low,affirms,Male,13,False,True
7,7,1,7,False,110.83,R1,R1-1,high,affirms,Male,7,False,True
7,7,1,7,False,110.83,R2,R2-1,low,denies,Female,40,False,False
7,7,1,7,False,110.83,R1,R1-2,high,affirms,Male,58,False,True
7,7,1,7,False,110.83,R2,R2-2,low,affirms,Male,49,False,True
7,7,1,7,False,110.83,R1,R1-3,high,denies,Female,9,False,True
7,7,1,7,False,110.83,R2,R2-3,low,denies,Male,12,False,True
7,7,1,7,False,110.83,R1,R1-4,high,neutral,Female,12,False,False
7,7,1,7,False,110.83,R2,R2-4,low,affirms,Male,20,False,True
7,7,1,7,False,110.83,R1,R1-5,high,neutral,Male,1,False,True
7,7,1,7,False,110.83,R2,R2-5,low,neutral,Male,39,False,True
7,7,1,7,False,110.83,R1,R1-6,high,denies,Female,39,False,False
7,7,1,7,False,110.83,R2,R2-6,low,affirms,Male,9,False,False
7,7,1,7,False,110.83,R1,R1-7,high,denies,Female,4,False,False
7,7,1,7,False,110.83,R2,R2-7,low,denies,Male,2,False,False
7,7,1,7,False,110.83,R1,R1-8,high,questions,Female,51,False,False
7,7,1,7,False,110.83,R2,R2-8,low,denies,Female,42,False,True
7,7,1,7,False,110.83,R1,R1-9,high,neutral,Female,24,False,True
7,7,1,7,False,110.83,R2,R2-9,low,affirms,Female,8,False,False
7,7,1,7,False,110.83,R1,R1-10,high,affirms,Male,24,False,True
7,7,1,7,False,110.83,R2,R2-10,low,questions,Male,6,False,True
8,8,1,8,True,98.15,R1,R1-1,high,neutral,Female,8,False,False
8,8,1,8,True,98.15,R2,R2-1,low,denies,Male,44,False,True
8,8,1,8,True,98.15,R1,R1-2,high,affirms,Female,11,False,False
8,8,1,8,True,98.15,R2,R2-2,low,denies,Female,59,False,False
8,8,1,8,True,98.15,R1,R1-3,high,denies,Male,55,False,True
8,8,1,8,True,98.15,R2,R2-3,low,affirms,Female,16,True,False
8,8,1,8,True,98.15,R1,R1-4,high,affirms,Female,14,False,True
8,8,1,8,True,98.15,R2,R2-4,low,questions,Male,6,False,False
8,8,1,8,True,98.15,R1,R1-5,high,denies,Male,25,False,False
8,8,1,8,True,98.15,R2,R2-5,low,affirms,Male,55,False,False
8,8,1,8,True,98.15,R1,R1-6,high,denies,Female,6,False,False
8,8,1,8,True,98.15,R2,R2-6,low,affirms,Male,6,True,True
8,8,1,8,True,98.15,R1,R1-7,high,denies,Female,45,False,True
8,8,1,8,True,98.15,R2,R2-7,low,denies,Male,16,False,False
8,8,1,8,True,98.15,R1,R1-8,high,denies,Male,39,False,False
8,8,1,8,True,98.15,R2,R2-8,low,affirms,Male,35,False,True
8,8,1,8,True,98.15,R1,R1-9,high,denies,Male,48,False,False
8,8,1,8,True,98.15,R2,R2-9,low,questions,Female,25,False,True
8,8,1,8,True,98.15,R1,R1-10,high,affirms,Female,20,False,False
8,8,1,8,True,98.15,R2,R2-10,low,affirms,Female,4,False,True
9,9,1,9,True,104.02,R1,R1-1,high,affirms,Female,45,False,True
9,9,1,9,True,104.02,R2,R2-1,low,affirms,Male,50,False,True
9,9,1,9,True,104.02,R1,R1-2,high,neutral,Female,25,False,True
9,9,1,9,True,104.02,R2,R2-2,low,denies,Male,28,False,False
9,9,1,9,True,104.02,R1,R1-3,high,questions,Female,31,False,False
9,9,1,9,True,104.02,R2,R2-3,low,affirms,Female,15,False,False
9,9,1,9,True,104.02,R1,R1-4,high,affirms,Male,21,False,False
9,9,1,9,True,104.02,R2,R2-4,low,neutral,Male,49,False,False
9,9,1,9,True,104.02,R1,R1-5,high,neutral,Male,23,False,True
9,9,1,9,True,104.02,R2,R2-5,low,questions,Male,5,False,True
9,9,1,9,True,104.02,R1,R1-6,high,denies,Female,11,False,False
9,9,1,9,True,104.02,R2,R2-6,low,affirms,Female,9,False,True
9,9,1,9,True,104.02,R1,R1-7,high,affirms,Female,2,False,False
9,9,1,9,True,104.02,R2,R2-7,low,denies,Female,52,False,False
9,9,1,9,True,104.02,R1,R1-8,high,denies,Female,28,False,False
9,9,1,9,True,104.02,R2,R2-8,low,denies,Female,48,False,False
9,9,1,9,True,104.02,R1,R1-9,high,denies,Male,17,False,True
9,9,1,9,True,104.02,R2,R2-9,low,affirms,Male,37,False,False
9,9,1,9,True,104.02,R1,R1-10,high,questions,Female,56,False,True
9,9,1,9,True,104.02,R2,R2-10,low,questions,Female,27,False,True
10,10,1,10,True,99.28,R1,R1-1,high,affirms,Male,20,False,True
10,10,1,10,True,99.28,R2,R2-1,low,denies,Male,3,False,True
10,10,1,10,True,99.28,R1,R1-2,high,questions,Male,49,False,False
10,10,1,10,True,99.28,R2,R2-2,low,questions,Male,31,False,True
10,10,1,10,True,99.28,R1,R1-3,high,questions,Female,13,False,True
10,10,1,10,True,99.28,R2,R2-3,low,neutral,Female,31,False,False
10,10,1,10,True,99.28,R1,R1-4,high,neutral,Female,29,False,False
10,10,1,10,True,99.28,R2,R2-4,low,denies,Male,14,False,True
10,10,1,10,True,99.28,R1,R1-5,high,denies,Female,20,False,False
10,10,1,10,True,99.28,R2,R2-5,low,affirms,Male,10,True,True
10,10,1,10,True,99.28,R1,R1-6,high,neutral,Female,20,False,True
10,10,1,10,True,99.28,R2,R2-6,low,questions,Male,9,False,True
10,10,1,10,True,99.28,R1,R1-7,high,affirms,Male,7,False,True
10,10,1,10,True,99.28,R2,R2-7,low,affirms,Male,7,False,True
10,10,1,10,True,99.28,R1,R1-8,high,denies,Male,44,False,False
10,10,1,10,True,99.28,R2,R2-8,low,affirms,Male,42,False,True
10,10,1,10,True,99.28,R1,R1-9,high,questions,Female,35,False,False
10,10,1,10,True,99.28,R2,R2-9,low,denies,Female,18,False,True
10,10,1,10,True,99.28,R1,R1-10,high,neutral,Female,51,False,True
10,10,1,10,True,99.28,R2,R2-10,low,affirms,Female,12,True,True
11,11,1,11,True,70.27,R1,R1-1,high,denies,Female,9,False,False
11,11,1,11,True,70.27,R2,R2-1,low,affirms,Female,1,False,True
11,11,1,11,True,70.27,R1,R1-2,high,denies,Female,53,False,True
11,11,1,11,True,70.27,R2,R2-2,low,questions,Male,45,False,False
11,11,1,11,True,70.27,R1,R1-3,high,denies,Male,47,False,False
11,11,1,11,True,70.27,R2,R2-3,low,affirms,Female,28,True,False
11,11,1,11,True,70.27,R1,R1-4,high,affirms,Female,56,False,True
11,11,1,11,True,70.27,R2,R2-4,low,affirms,Female,37,True,False
11,11,1,11,True,70.27,R1,R1-5,high,neutral,Male,2,False,False
11,11,1,11,True,70.27,R2,R2-5,low,affirms,Male,21,True,False
11,11,1,11,True,70.27,R1,R1-6,high,affirms,Male,33,False,False
11,11,1,11,True,70.27,R2,R2-6,low,affirms,Male,40,True,True
11,11,1,11,True,70.27,R1,R1-7,high,neutral,Male,34,False,True
11,11,1,11,True,70.27,R2,R2-7,low,neutral,Male,6,False,False
11,11,1,11,True,70.27,R1,R1-8,high,affirms,Female,30,False,False
11,11,1,11,True,70.27,R2,R2-8,low,denies,Male,38,False,True
11,11,1,11,True,70.27,R1,R1-9,high,denies,Male,23,False,False
11,11,1,11,True,70.27,R2,R2-9,low,questions,Female,56,False,False
11,11,1,11,True,70.27,R1,R1-10,high,denies,Female,27,False,False
11,11,1,11,True,70.27,R2,R2-10,low,denies,Male,31,False,True
12,12,1,12,True,86.05,R1,R1-1,high,denies,Female,48,False,True
12,12,1,12,True,86.05,R2,R2-1,low,denies,Female,20,False,False
12,12,1,12,True,86.05,R1,R1-2,high,affirms,Female,31,False,False
12,12,1,12,True,86.05,R2,R2-2,low,denies,Female,54,False,False
12,12,1,12,True,86.05,R1,R1-3,high,neutral,Female,25,False,False
12,12,1,12,True,86.05,R2,R2-3,low,affirms,Male,24,False,False
12,12,1,12,True,86.05,R1,R1-4,high,questions,Male,10,False,False
12,12,1,12,True,86.05,R2,R2-4,low,neutral,Male,21,False,False
12,12,1,12,True,86.05,R1,R1-5,high,affirms,Male,29,False,False
12,12,1,12,True,86.05,R2,R2-5,low,denies,Female,28,False,True
12,12,1,12,True,86.05,R1,R1-6,high,denies,Male,53,False,False
12,12,1,12,True,86.05,R2,R2-6,low,affirms,Female,7,True,False
12,12,1,12,True,86.05,R1,R1-7,high,denies,Male,4,False,False
12,12,1,12,True,86.05,R2,R2-7,low,neutral,Female,52,False,False
12,12,1,12,True,86.05,R1,R1-8,high,denies,Male,7,False,False
12,12,1,12,True,86.05,R2,R2-8,low,questions,Female,56,False,False
12,12,1,12,True,86.05,R1,R1-9,high,denies,Female,50,False,True
12,12,1,12,True,86.05,R2,R2-9,low,neutral,Male,16,False,False
12,12,1,12,True,86.05,R1,R1-10,high,denies,Female,54,False,True
12,12,1,12,True,86.05,R2,R2-10,low,denies,Female,44,False,False
13,13,1,13,True,101.48,R1,R1-1,high,questions,Female,57,False,False
13,13,1,13,True,101.48,R2,R2-1,low,neutral,Female,59,False,True
13,13,1,13,True,101.48,R1,R1-2,high,neutral,Female,46,False,True
13,13,1,13,True,101.48,R2,R2-2,low,affirms,Male,20,True,False
13,13,1,13,True,101.48,R1,R1-3,high,affirms,Female,58,False,True
13,13,1,13,True,101.48,R2,R2-3,low,questions,Female,37,False,True
13,13,1,13,True,101.48,R1,R1-4,high,affirms,Male,7,False,True
13,13,1,13,True,101.48,R2,R2-4,low,denies,Male,38,False,True
13,13,1,13,True,101.48,R1,R1-5,high,questions,Male,54,False,False
13,13,1,13,True,101.48,R2,R2-5,low,denies,Female,55,False,False
13,13,1,13,True,101.48,R1,R1-6,high,affirms,Male,18,False,False
13,13,1,13,True,101.48,R2,R2-6,low,neutral,Female,51,False,True
13,13,1,13,True,101.48,R1,R1-7,high,affirms,Male,19,False,False
13,13,1,13,True,101.48,R2,R2-7,low,denies,Female,24,False,True
13,13,1,13,True,101.48,R1,R1-8,high,neutral,Female,49,False,False
13,13,1,13,True,101.48,R2,R2-8,low,denies,Female,50,False,True
13,13,1,13,True,101.48,R1,R1-9,high,questions,Female,34,False,True
13,13,1,13,True,101.48,R2,R2-9,low,affirms,Female,26,True,False
13,13,1,13,True,101.48,R1,R1-10,high,neutral,Male,50,False,False
13,13,1,13,True,101.48,R2,R2-10,low,denies,Female,22,False,True
14,14,1,14,False,95.19,R1,R1-1,high,denies,Male,50,False,True
14,14,1,14,False,95.19,R2,R2-1,low,affirms,Female,30,False,False
14,14,1,14,False,95.19,R1,R1-2,high,affirms,Male,13,False,False
14,14,1,14,False,95.19,R2,R2-2,low,affirms,Male,31,False,False
14,14,1,14,False,95.19,R1,R1-3,high,neutral,Male,44,False,True
14,14,1,14,False,95.19,R2,R2-3,low,affirms,Female,21,False,True
14,14,1,14,False,95.19,R1,R1-4,high,affirms,Female,13,False,True
14,14,1,14,False,95.19,R2,R2-4,low,denies,Male,49,False,True
14,14,1,14,False,95.19,R1,R1-5,high,denies,Male,29,False,False
14,14,1,14,False,95.19,R2,R2-5,low,questions,Male,33,False,True
14,14,1,14,False,95.19,R1,R1-6,high,affirms,Female,46,False,True
14,14,1,14,False,95.19,R2,R2-6,low,questions,Female,3,False,False
14,14,1,14,False,95.19,R1,R1-7,high,neutral,Female,8,False,False
14,14,1,14,False,95.19,R2,R2-7,low,neutral,Male,22,False,False
14,14,1,14,False,95.19,R1,R1-8,high,neutral,Male,32,False,True
14,14,1,14,False,95.19,R2,R2-8,low,affirms,Male,12,False,False
14,14,1,14,False,95.19,R1,R1-9,high,questions,Female,12,False,True
14,14,1,14,False,95.19,R2,R2-9,low,affirms,Male,45,False,False
14,14,1,14,False,95.19,R1,R1-10,high,questions,Male,3,False,True
14,14,1,14,False,95.19,R2,R2-10,low,denies,Female,18,False,True
15,15,1,15,True,75.7,R1,R1-1,high,affirms,Female,56,False,True
15,15,1,15,True,75.7,R2,R2-1,low,affirms,Female,12,False,False
15,15,1,15,True,75.7,R1,R1-2,high,denies,Female,5,False,False
15,15,1,15,True,75.7,R2,R2-2,low,affirms,Male,35,False,False
15,15,1,15,True,75.7,R1,R1-3,high,affirms,Male,23,False,True
15,15,1,15,True,75.7,R2,R2-3,low,affirms,Male,49,True,False
15,15,1,15,True,75.7,R1,R1-4,high,denies,Male,19,False,False
15,15,1,15,True,75.7,R2,R2-4,low,denies,Male,25,False,True
15,15,1,15,True,75.7,R1,R1-5,high,neutral,Female,53,False,True
15,15,1,15,True,75.7,R2,R2-5,low,neutral,Female,20,False,False
15,15,1,15,True,75.7,R1,R1-6,high,denies,Female,17,False,True
15,15,1,15,True,75.7,R2,R2-6,low,denies,Male,28,False,False
15,15,1,15,True,75.7,R1,R1-7,high,affirms,Female,21,False,True
15,15,1,15,True,75.7,R2,R2-7,low,neutral,Female,24,False,False
15,15,1,15,True,75.7,R1,R1-8,high,affirms,Female,59,False,True
15,15,1,15,True,75.7,R2,R2-8,low,denies,Male,32,False,False
15,15,1,15,True,75.7,R1,R1-9,high,affirms,Male,58,False,False
15,15,1,15,True,75.7,R2,R2-9,low,affirms,Female,7,True,False
15,15,1,15,True,75.7,R1,R1-10,high,affirms,Male,57,False,True
15,15,1,15,True,75.7,R2,R2-10,low,affirms,Female,50,False,True
16,16,1,16,True,89.77,R1,R1-1,high,neutral,Male,39,False,True
16,16,1,16,True,89.77,R2,R2-1,low,affirms,Male,20,False,True
16,16,1,16,True,89.77,R1,R1-2,high,affirms,Female,3,False,True
16,16,1,16,True,89.77,R2,R2-2,low,questions,Male,23,False,True
16,16,1,16,True,89.77,R1,R1-3,high,denies,Female,35,False,True
16,16,1,16,True,89.77,R2,R2-3,low,questions,Male,42,False,True
16,16,1,16,True,89.77,R1,R1-4,high,denies,Female,35,False,False
16,16,1,16,True,89.77,R2,R2-4,low,neutral,Male,7,False,False
16,16,1,16,True,89.77,R1,R1-5,high,questions,Female,3,False,True
16,16,1,16,True,89.77,R2,R2-5,low,affirms,Female,48,True,True
16,16,1,16,True,89.77,R1,R1-6,high,affirms,Female,37,False,True
16,16,1,16,True,89.77,R2,R2-6,low,denies,Male,58,False,True
16,16,1,16,True,89.77,R1,R1-7,high,affirms,Male,15,False,True
16,16,1,16,True,89.77,R2,R2-7,low,denies,Male,11,False,True
16,16,1,16,True,89.77,R1,R1-8,high,denies,Female,17,False,False
16,16,1,16,True,89.77,R2,R2-8,low,affirms,Female,1,True,True
16,16,1,16,True,89.77,R1,R1-9,high,affirms,Female,42,False,True
16,16,1,16,True,89.77,R2,R2-9,low,affirms,Male,47,False,True
16,16,1,16,True,89.77,R1,R1-10,high,neutral,Female,21,False,True
16,16,1,16,True,89.77,R2,R2-10,low,neutral,Female,30,False,False
17,17,1,17,False,71.09,R1,R1-1,high,denies,Male,50,False,False
17,17,1,17,False,71.09,R2,R2-1,low,affirms,Male,19,False,True
17,17,1,17,False,71.09,R1,R1-2,high,denies,Male,28,False,True
17,17,1,17,False,71.09,R2,R2-2,low,affirms,Female,45,False,False
17,17,1,17,False,71.09,R1,R1-3,high,denies,Female,51,False,True
17,17,1,17,False,71.09,R2,R2-3,low,affirms,Female,29,False,False
17,17,1,17,False,71.09,R1,R1-4,high,denies,Male,8,False,True
17,17,1,17,False,71.09,R2,R2-4,low,denies,Female,32,False,True
17,17,1,17,False,71.09,R1,R1-5,high,denies,Female,5,False,False
17,17,1,17,False,71.09,R2,R2-5,low,denies,Male,43,False,False
17,17,1,17,False,71.09,R1,R1-6,high,denies,Female,42,False,False
17,17,1,17,False,71.09,R2,R2-6,low,affirms,Female,28,False,False
17,17,1,17,False,71.09,R1,R1-7,high,denies,Female,58,False,False
17,17,1,17,False,71.09,R2,R2-7,low,denies,Male,19,False,False
17,17,1,17,False,71.09,R1,R1-8,high,denies,Male,46,False,False
17,17,1,17,False,71.09,R2,R2-8,low,neutral,Female,56,False,True
17,17,1,17,False,71.09,R1,R1-9,high,affirms,Male,46,False,True
17,17,1,17,False,71.09,R2,R2-9,low,denies,Male,31,False,False
17,17,1,17,False,71.09,R1,R1-10,high,questions,Female,56,False,False
17,17,1,17,False,71.09,R2,R2-10,low,affirms,Female,5,False,False
18,18,1,18,True,102.42,R1,R1-1,high,affirms,Female,43,False,True
18,18,1,18,True,102.42,R2,R2-1,low,affirms,Male,32,False,False
18,18,1,18,True,102.42,R1,R1-2,high,denies,Female,24,False,False
18,18,1,18,True,102.42,R2,R2-2,low,denies,Male,18,False,True
18,18,1,18,True,102.42,R1,R1-3,high,affirms,Male,51,False,True
18,18,1,18,True,102.42,R2,R2-3,low,denies,Male,44,False,True
18,18,1,18,True,102.42,R1,R1-4,high,neutral,Male,8,False,False
18,18,1,18,True,102.42,R2,R2-4,low,denies,Female,58,False,True
18,18,1,18,True,102.42,R1,R1-5,high,affirms,Female,21,False,True
18,18,1,18,True,102.42,R2,R2-5,low,neutral,Male,25,False,False
18,18,1,18,True,102.42,R1,R1-6,high,affirms,Female,10,False,True
18,18,1,18,True,102.42,R2,R2-6,low,affirms,Male,38,False,False
18,18,1,18,True,102.42,R1,R1-7,high,affirms,Female,9,False,True
18,18,1,18,True,102.42,R2,R2-7,low,neutral,Male,58,False,False
18,18,1,18,True,102.42,R1,R1-8,high,neutral,Male,4,False,True
18,18,1,18,True,102.42,R2,R2-8,low,questions,Female,51,False,True
18,18,1,18,True,102.42,R1,R1-9,high,denies,Male,58,False,False
18,18,1,18,True,102.42,R2,R2-9,low,denies,Male,49,False,True
18,18,1,18,True,102.42,R1,R1-10,high,affirms,Female,36,False,False
18,18,1,18,True,102.42,R2,R2-10,low,affirms,Female,53,False,False
20,20,1,20,True,83.36,R1,R1-1,high,denies,Male,6,False,False
20,20,1,20,True,83.36,R2,R2-1,low,affirms,Male,22,True,False
20,20,1,20,True,83.36,R1,R1-2,high,neutral,Female,49,False,False
20,20,1,20,True,83.36,R2,R2-2,low,denies,Male,15,False,False
20,20,1,20,True,83.36,R1,R1-3,high,affirms,Male,37,False,False
20,20,1,20,True,83.36,R2,R2-3,low,denies,Female,55,False,True
20,20,1,20,True,83.36,R1,R1-4,high,questions,Female,24,False,True
20,20,1,20,True,83.36,R2,R2-4,low,neutral,Female,11,False,True
20,20,1,20,True,83.36,R1,R1-5,high,denies,Male,6,False,False
20,20,1,20,True,83.36,R2,R2-5,low,affirms,Male,36,True,False
20,20,1,20,True,83.36,R1,R1-6,high,affirms,Male,11,False,True
20,20,1,20,True,83.36,R2,R2-6,low,neutral,Female,10,False,True
20,20,1,20,True,83.36,R1,R1-7,high,denies,Male,51,False,False
20,20,1,20,True,83.36,R2,R2-7,low,affirms,Male,17,True,True
20,20,1,20,True,83.36,R1,R1-8,high,affirms,Male,24,False,True
20,20,1,20,True,83.36,R2,R2-8,low,denies,Male,38,False,True
20,20,1,20,True,83.36,R1,R1-9,high,denies,Female,37,False,True
20,20,1,20,True,83.36,R2,R2-9,low,denies,Female,59,False,True
20,20,1,20,True,83.36,R1,R1-10,high,affirms,Female,48,False,True
